Symbol,DaysBetterThanSP,daysProfit,Year,Month,Day,dayOfWeek,NameLength,LastSale,MarketCap,Sector,Industry,CEOAge,CEOGender,City,stateCountry,netIncome,employees,IPOafterXYears,MarketMonthTrend,Market3MonthTrend,Market6MonthTrend,MarketYearTrend,USACompany,FiscalMonth,Profitable,Safe,HomeRun
CSFL,67,259,2001,1,29,0,28,26.98,2256277963.0,Finance,Major Banks,49,male, Winter Haven, FL,55680000.0,1200,2,1.4270935319999998,0.44498322700000004,-0.49578664899999997,-0.8785136570000001,Yes,Dec,1,0,0
CSGP,111,175,1998,7,1,2,18,367.47,13263719776.0,Miscellaneous,Business Services,53,male, Washington, DC,122700000.0,3711,11,2.030203938,2.6946864930000003,1.43098622,1.902173661,Yes,Dec,1,0,1
CSGS,102,150,1996,2,28,2,31,46.18,1554987922.0,Technology,EDP Services,48,male, Greenwood Village, CO,61360000.0,3373,2,0.0,0.0,0.0,0.0,Yes,Dec,1,0,0
CSII,105,61,2006,6,28,2,28,22.69,753722659.8,Health Care,Medical/Dental Instruments,57,male, St Paul, MN,-1790000.0,579,6,-0.475995636,-1.329763035,-1.6339024690000001,-0.219988706,Yes,Jun,0,0,0
CSLT,123,2,2014,3,14,4,22,3.45,466696417.8,Technology,EDP Services,48,male, San Francisco, CA,-55570000.0,527,6,-0.57581035,0.43618651399999997,0.9590425229999999,1.403848547,Yes,Dec,0,0,0
CSOD,125,144,2011,3,17,3,26,42.79,2452680994.0,Technology,Computer Software: Prepackaged Software,47,male, Santa Monica, CA,-61340000.0,1891,12,-1.82132731,-0.726999075,0.553281999,1.145150735,Yes,Dec,1,0,0
CSSE,71,45,2017,8,18,4,45,7.17,83243642.64,Consumer Services,Movies/Entertainment,64,male, Cos Cob, CT,22790000.0,32,2,-2.608749597,-0.684761407,0.46860531,1.0576282259999998,Yes,Dec,0,0,0
CSTE,127,261,2012,3,22,3,16,19.65,674951169.0,Capital Goods,Building Materials,58,male, Kibbutz Sdot-Yam, Israel,25070000.0,1545,25,0.8311137129999999,1.378447014,1.625941563,1.637698511,No,Dec,1,0,0
CSTR,129,262,2016,9,22,3,32,17.61,205916441.9,Finance,Major Banks,64,female, Nashville, TN,1500000.0,175,1,0.6712944809999999,0.62810182,1.259437112,1.404174869,Yes,Dec,1,0,0
CSU,95,4,1997,10,31,4,33,11.04,343583711.5,Health Care,Hospital/Nursing Management,63,male, Dallas, TX,-44170000.0,7426,7,-1.399130992,-1.068297456,0.115929495,0.8982040259999999,Yes,Dec,0,0,0
CSV,105,261,1996,8,9,4,23,28.17,458618811.7,Consumer Services,Other Consumer Services,74,male, Houston, TX,37060000.0,2659,5,0.0,0.0,0.0,0.0,Yes,Dec,1,0,0
CSWI,132,249,2015,9,30,2,21,45.225,722207250.9,Basic Industries,Home Furnishings,55,male, Dallas, TX,11070000.0,750,1,-0.85695388,-1.366598626,-2.1121809380000003,-2.017250594,Yes,Mar,1,1,0
CTHR,95,9,1997,11,14,4,22,1.37,29558672.01,Consumer Durables,Consumer Specialties,54,female, Morrisville, NC,-45347.0,76,2,-0.23697377600000002,-0.367543819,0.30183224,1.030347865,Yes,Dec,0,0,0
CTIB,83,168,1997,11,5,2,26,3.97,14015001.19,Basic Industries,Specialty Chemicals,74,male, Lake Barrington, IL,-1600000.0,464,14,-0.225242026,0.214378128,0.732063219,1.2419288720000001,Yes,Dec,1,0,0
CTIC,107,221,1997,3,21,4,19,3.82,221487840.2,Health Care,Major Pharmaceuticals,52,male, Seattle, WA,-40670000.0,57,6,-1.56499054,0.157707538,0.47368821899999997,0.47368821899999997,Yes,Dec,1,0,0
CTLT,135,262,2014,7,31,3,14,41.07,5475398147.0,Health Care,Major Pharmaceuticals,53,male, Somerset, NJ,109800000.0,10800,7,-3.612448606,-0.179197965,0.6617778870000001,1.159053656,Yes,Jun,1,1,0
CTMX,128,127,2015,10,8,3,25,27.29,1053698502.0,Health Care,Major Pharmaceuticals,50,male, South San Francisco, CA,-43100000.0,92,5,1.80150808,-0.053560779,-0.648376756,-0.5802932479999999,Yes,Dec,0,0,0
CTRE,118,50,2014,5,29,3,20,13.41,1021013289.0,Consumer Services,Real Estate Investment Trusts,57,male, Mission Viejo, CA,25520000.0,50,1,2.3848644219999997,2.527286681,2.0787807519999997,1.694571703,Yes,Dec,0,0,0
CTRL,117,139,2013,8,2,4,20,21.72,565174078.3,Capital Goods,Electrical Products,60,male, Salt Lake City, UT,15980000.0,635,10,1.346056053,2.006337452,1.9434796509999999,2.0432611609999998,Yes,Dec,1,0,0
CTRN,140,257,2005,5,18,2,17,31.6,434179828.8,Consumer Services,Clothing/Shoe/Accessory Stores,59,male, Savannah, GA,14570000.0,5600,59,2.064376582,0.239708874,0.0044088109999999995,0.857377044,Yes,Jan,1,1,1
CTRP,118,259,2003,12,9,1,29,42.64,19707300621.0,Miscellaneous,Business Services,48,female, Shanghai, China,-214920000.0,37000,4,0.533387036,1.130826431,1.5346993740000001,1.455489965,No,Dec,1,0,0
CTSH,120,260,1998,6,19,4,42,81.77,48084957499.0,Technology,EDP Services,49,male, Teaneck, NJ,1500000000.0,260000,4,-0.031752377000000005,-0.502656195,0.743922857,1.3914378019999998,Yes,Dec,1,0,1
CTSO,100,7,2006,8,8,1,24,8.1,238717878.3,Health Care,Medical/Dental Instruments,45,male, Monmouth Junction, NJ,-8460000.0,84,4,0.604374162,0.331354039,-0.35006535299999997,0.372002238,Yes,Dec,0,0,0
CTXR,14,225,2014,10,2,3,28,2.96,31574977.12,Health Care,Major Pharmaceuticals,69,male, Cranford, NJ,-10380000.0,7,4,-2.452645015,-1.194497793,0.138536036,0.881839488,Yes,Sep,1,0,0
CUBE,121,235,2004,10,22,4,9,28.06,5122532444.0,Consumer Services,Real Estate Investment Trusts,53,male, Malvern, PA,134290000.0,2508,0,-1.6759898969999998,-0.56304575,-0.87571124,-0.444522627,Yes,Dec,1,0,0
CUBI,39,172,2012,2,21,1,22,29.45,926681681.0,Finance,Major Banks,64,male, Wyomissing, PA,78840000.0,765,2,1.3964773030000002,1.54873723,1.962436733,1.41220502,Yes,Dec,1,0,0
CUE,39,79,2018,1,2,1,19,14.13,284447723.6,Health Care,Major Pharmaceuticals,55,male, Cambridge, MA,-23230000.0,28,4,1.404964281,1.807579946,1.961745347,2.19688034,Yes,Dec,0,0,0
CUI,104,252,2001,5,4,4,16,2.63,74917911.74,Consumer Non-Durables,Electronic Components,65,male, Tualatin, OR,-12590000.0,333,12,1.233503581,0.616264212,-0.215987347,-0.955474866,Yes,Dec,1,0,1
CUK,121,164,2000,10,23,0,20,64.59,47822840979.0,Consumer Services,Marine Transportation,63,male, London, the United Kingdom,2029999999.9999998,99200,0,-0.168524475,-1.265718278,-1.403460544,-0.812833701,No,Nov,1,0,0
CUR,104,262,2006,12,20,2,16,1.8098,27436593.34,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),56,male, Germantown, MD,-15670000.0,6,10,1.288244298,1.531335558,1.663684273,2.417072125,Yes,Dec,1,0,1
CUTR,123,90,2004,3,31,2,12,54.6,741630325.8,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,52,male, Brisbane, CA,29990000.0,367,6,0.109348313,-0.37093799,0.7448080570000001,1.2336881579999999,Yes,Dec,0,0,0
CVCO,129,261,2003,6,20,4,22,176.25,1592719256.0,Basic Industries,Homebuilding,66,male, Phoenix, AZ,37960000.0,4300,38,0.7980944990000001,1.558621361,1.969071263,2.04465587,Yes,Mar,1,0,1
CVE,120,208,2009,11,17,1,18,9.91,12176391541.0,Energy,Oil & Gas Production,52,male, Calgary, Canada,2270000000.0,2882,0,1.537091356,1.883418775,1.675929721,1.913311496,No,Dec,1,0,0
CVG,115,196,1998,8,13,3,21,23.81,2181669490.0,Technology,EDP Services,54,female, Cincinnati, OH,121400000.0,115000,0,-1.32346014,-1.4927937669999998,-0.7770411209999999,0.576715792,Yes,Dec,1,0,0
CVGI,125,262,2004,8,5,3,30,7.65,237184608.6,Capital Goods,Auto Parts:O.E.M.,47,male, New Albany, OH,-1710000.0,8250,7,-2.13347311,-1.8397848680000002,-2.140449582,-0.177253217,Yes,Dec,1,0,0
CVLT,124,261,2006,9,22,4,23,68.65,3085286767.0,Technology,Computer Software: Prepackaged Software,75,male, Oceanport, NJ,54000.0,2656,10,0.672168138,1.3347576970000001,1.2381563740000001,1.3547891680000002,Yes,Mar,1,0,0
CVNA,126,245,2017,4,28,4,11,27.03,0.0,Consumer Durables,Automotive Aftermarket,34,male, Phoenix, AZ,-18310000.0,1864,1,1.516558435,1.160790809,1.263619462,1.7397244809999999,Yes,Dec,1,0,0
CWAY,108,142,2014,1,15,2,22,27.25,119520434.8,Finance,Savings Institutions,58,male, Cranston, RI,2590000.0,148,1,1.077820392,1.6329762380000001,1.720933662,1.894214864,Yes,Dec,1,0,0
CWBC,54,245,1996,5,3,4,25,11.25,92431845.0,Finance,Major Banks,57,male, Goleta, CA,4920000.0,128,0,0.0,0.0,0.0,0.0,Yes,Dec,1,0,0
CWBR,39,23,2015,1,28,2,12,4.95,197782927.7,Health Care,Major Pharmaceuticals,47,male, Pasadena, CA,-9830000.0,10,8,-1.383538718,-1.435445731,-0.0072247940000000005,0.705692148,Yes,Dec,0,0,0
CWH,134,245,2016,10,7,4,28,26.76,2345158386.0,Consumer Durables,Automotive Aftermarket,43,male, Lincolnshire, IL,28360000.0,10576,0,-0.063932685,-0.7505149870000001,0.647988253,1.045989207,Yes,Dec,1,1,0
CWST,102,235,1997,10,29,2,27,24.52,1036766655.0,Public Utilities,Environmental Services,66,male, Rutland, VT,-21800000.0,2000,22,-1.56926769,-0.9457160659999999,0.247168842,0.962261158,Yes,Dec,1,0,0
CX,112,180,1999,9,15,2,20,6.97,10151862663.0,Capital Goods,Building Materials,62,male, San Pedro Garza Garcia, Mexico,11810000000.0,800,93,-1.5270518690000001,-1.005632534,-0.537686584,0.6106586479999999,No,Dec,1,0,0
CXDC,4,139,2007,9,27,3,33,4.1,203883697.1,Capital Goods,Containers/Packaging,51,andy, Harbin, China,23800000.0,2461,22,1.5300956419999998,1.117356147,1.143188437,1.52553264,No,Dec,1,0,1
CXO,138,261,2007,8,3,4,21,153.37,22862957615.0,Energy,Oil & Gas Production,57,male, Midland, TX,949000000.0,1203,1,-2.2210122130000003,-3.442841492,-0.9557952740000001,0.141561315,Yes,Dec,1,1,1
CXRX,105,262,2013,12,30,0,29,0.522,26770025.63,Health Care,Major Pharmaceuticals,59,male, Oakville, Canada,-2060000000.0,800,3,1.548102876,1.57016987,1.971337369,1.990158024,No,Dec,1,0,1
CXW,113,256,1997,7,15,1,15,20.29,2405250293.0,Consumer Services,Real Estate Investment Trusts,47,male, Nashville, TN,178040000.0,12875,14,1.7730315280000002,1.596533486,2.227608179,2.379525283,Yes,Dec,1,0,0
CYBR,125,262,2014,9,24,2,22,52.03,1851145349.0,Technology,Computer Software: Prepackaged Software,46,male, Petach Tikva, Israel,16020000.0,1015,15,0.003491422,0.932609751,1.238402705,1.52262566,No,Dec,1,0,1
CYCC,108,25,2006,3,28,1,30,1.5501,18597242.59,Health Care,Major Pharmaceuticals,57,male, Berkeley Heights, NJ,-7470000.0,12,10,0.075817965,0.850043632,1.06706802,1.565840159,Yes,Dec,0,0,0
CYCCP,30,14,2006,3,31,4,30,6.192,2076010.416,Health Care,Major Pharmaceuticals,57,male, Berkeley Heights, NJ,-7470000.0,12,10,0.10249474300000001,0.855981485,1.056063919,1.560448492,Yes,Dec,0,0,0
CYH,128,261,2000,6,9,4,30,4.14,481561173.4,Health Care,Hospital/Nursing Management,71,male, Franklin, TN,-2450000000.0,95000,15,0.889011509,0.22196000100000002,0.619450796,1.133481406,Yes,Dec,1,0,0
CYOU,119,260,2009,4,2,3,20,30.39,583948590.8,Technology,Computer Software: Prepackaged Software,54,female, Beijing, China,109200000.0,2469,6,1.3802017819999999,0.389132015,-0.303993606,-1.050187817,No,Dec,1,0,0
CYRN,113,199,1999,7,13,1,10,2.95,147023333.1,Technology,Computer Software: Prepackaged Software,68,male, Herzliya, Israel,-16329999.999999998,800,8,1.072370031,1.8109634430000001,1.890276151,1.601540459,No,Dec,1,0,1
CYRX,78,247,2005,3,16,2,14,8.28,227824448.4,Transportation,Oil Refining/Marketing,71,male, Lake Forest, CA,-7900000.0,57,15,-1.794445673,-0.643777576,0.45521052799999995,1.107229544,Yes,Dec,1,0,0
CYS,124,261,2009,6,12,4,21,6.62,1028853112.0,Consumer Services,Real Estate Investment Trusts,56,male, Waltham, MA,181260000.0,16,3,1.256537429,1.500980873,1.548372749,-0.21632378300000002,Yes,Dec,1,0,0
CYTK,110,49,2004,4,29,3,26,7.75,418562875.8,Health Care,Major Pharmaceuticals,53,male, South San Francisco, CA,-127790000.0,137,7,-2.1773630390000003,-1.233149861,0.10503624,0.9137763240000001,Yes,Dec,0,0,0
CZR,107,114,2012,2,8,2,33,11.35,7924232826.0,Consumer Services,Hotels/Resorts,62,male, Las Vegas, NV,-375000000.0,65000,75,1.8396950330000001,1.859752759,2.136146735,1.251811703,Yes,Dec,0,0,0
CZWI,65,157,2004,3,30,1,32,13.9078,82090525.25,Finance,Savings Institutions,52,male, Eau Claire, WI,2500000.0,224,0,0.149619165,-0.304178436,0.7728469170000001,1.247930792,Yes,Sep,1,0,0
CZZ,134,261,2007,8,16,3,13,10.26,2715728460.0,Consumer Non-Durables,Specialty Foods,48,male,sao paulo, Brazil,172590000.0,800,0,-1.594603679,-2.7986571110000003,-1.41971995,-0.25705631,No,Dec,1,1,0
DAC,139,238,2006,10,6,4,18,1.05,115289319.6,Transportation,Marine Transportation,58,male, Piraeus, Greece,83910000.0,1145,8,1.572868639,1.877873069,2.17608475,2.173575631,No,Dec,1,1,0
DAL,125,1,2007,4,26,3,21,54.3,38144566532.0,Transportation,Air Freight/Delivery Services,59,male, Atlanta, GA,3580000000.0,87000,79,1.726662784,2.080241975,2.6219064690000002,1.901354041,Yes,Dec,0,0,0
DAN,111,12,2008,2,1,4,17,26.51,3856056825.0,Capital Goods,Auto Parts:O.E.M.,51,male, Maumee, OH,105000000.0,30100,104,0.466005183,-0.772909194,-1.259657072,-1.474720495,Yes,Dec,0,0,0
DATA,118,261,2013,5,17,4,22,81.18,6618975906.0,Technology,Computer Software: Prepackaged Software,50,male, Seattle, WA,-185560000.0,3489,10,1.765307226,2.509656665,2.215987933,2.518694988,Yes,Dec,1,0,0
DAVE,113,221,1996,10,21,0,34,7.1,53017411.1,Consumer Services,Restaurants,38,male, Minnetonka, MN,-6670000.0,722,2,0.0,0.0,0.0,0.0,Yes,Dec,1,0,0
DBX,10,21,2018,3,23,4,13,29.02,11373025379.0,Technology,Computer Software: Prepackaged Software,34,male, San Francisco, CA,-111700000.0,1858,11,-3.055459771,-2.361762164,-0.8000893920000001,0.32265232,Yes,Dec,0,0,0
DCIX,104,0,2011,1,3,0,25,1.54,10861789.4,Transportation,Marine Transportation,73,male, Athens, Greece,3820000.0,256,1,1.893303999,1.981795536,1.8851200719999999,2.305828818,No,Dec,0,0,0
DCOM,114,262,1996,6,26,2,31,18.8,703730022.4,Finance,Savings Institutions,66,male, Brooklyn, NY,51750000.0,373,1,0.0,0.0,0.0,0.0,Yes,Dec,1,0,0
DCPH,73,147,2017,9,28,3,31,24.13,786496308.6,Health Care,Major Pharmaceuticals,63,male, Waltham, MA,-50280000.0,800,14,1.222265002,1.756528682,1.742966545,1.5092486040000002,Yes,Dec,1,0,0
DCT,114,1,2006,12,13,2,24,56.15,5276484621.0,Consumer Services,Real Estate Investment Trusts,62,male, Denver, CO,102830000.0,145,4,1.222852332,1.4125989509999999,1.6322768109999999,2.39723245,Yes,Dec,0,0,0
DCUD,133,104,2016,8,15,0,21,44.61,0.0,Public Utilities,Electric Utilities: Central,63,male, Richmond, VA,3000000000.0,16200,33,2.043284825,1.539862696,1.7041564280000001,1.886636816,Yes,Dec,0,1,0
DDE,126,95,2002,3,19,1,38,1.29,42935340.9,Consumer Services,Services-Misc. Amusement & Recreation,70,male, Dover, DE,-1070000.0,1346,1,1.164963118,1.43383914,1.307697808,0.182652658,Yes,Dec,0,0,0
DDT,90,133,1998,9,1,1,19,25.430999999999997,0.0,Consumer Services,Department/Specialty Retail Stores,73,male, Little Rock, AR,221320000.0,40000,60,-2.159607125,-2.7386258989999996,-3.225448287,-0.5026017970000001,Yes,Jan,1,0,0
DEA,135,252,2015,2,6,4,36,20.13,918360915.8,Consumer Services,Real Estate Investment Trusts,55,male, Washington, DC,4340000.0,30,1,1.134999606,0.383538286,0.938532824,1.365474717,Yes,Dec,1,1,0
DEI,126,243,2006,10,24,1,20,35.98,6100986983.0,Consumer Services,Real Estate Investment Trusts,55,male, Santa Monica, CA,93820000.0,600,1,1.61955821,1.9523942019999998,2.313784638,2.775416471,Yes,Dec,1,0,0
DELT,72,7,2015,6,1,0,33,1.16,11671547.64,Basic Industries,Major Chemicals,61,male, Danyang, China,-28430000.0,218,8,-0.071647768,0.7373508759999999,1.022125777,1.3533852069999999,No,Jun,0,0,0
DENN,86,162,1997,11,20,3,23,16.59,1066017293.0,Consumer Services,Restaurants,61,male, Spartanburg, SC,39590000.0,8900,44,1.262126425,0.9467195709999999,1.121220951,1.39787122,Yes,Dec,1,0,0
DEPO,103,210,1997,11,5,2,13,6.9,438260931.3,Health Care,Major Pharmaceuticals,61,male, Newark, CA,-102500000.0,434,2,-0.225242026,0.214378128,0.732063219,1.2419288720000001,Yes,Dec,1,0,0
DERM,138,215,2014,10,3,4,13,8.5,355486813.0,Health Care,Major Pharmaceuticals,65,male, Menlo Park, CA,-303260000.0,162,4,-1.108969108,-0.302557614,0.568055576,1.134241164,Yes,Dec,1,1,0
DFRG,120,261,2012,7,27,4,39,16.1,327515682.9,Consumer Services,Restaurants,54,male, Southlake, TX,-11460000.0,4890,6,1.9375450159999998,1.497132502,0.896137066,1.19800463,Yes,Dec,1,0,0
DFS,113,12,2007,6,14,3,27,71.56,25300071132.0,Finance,Finance: Consumer Services,57,male, Riverwoods, IL,2069999999.9999998,16500,21,0.446464495,1.080187899,1.678121987,1.6590549209999998,Yes,Dec,0,0,0
DG,131,260,2009,11,13,4,26,97.07,26067876995.0,Consumer Services,Department/Specialty Retail Stores,55,male, Goodlettsville, TN,1540000000.0,129000,70,0.9009750470000001,1.425586981,1.483737963,1.786825806,Yes,Jan,1,1,0
DGICA,92,201,2001,4,24,1,19,15.56,438792093.4,Finance,Property-Casualty Insurers,51,male, Marietta, PA,7120000.0,800,15,0.899560073,-0.359955896,-0.99066273,-1.575819637,Yes,Dec,1,0,0
DGLY,28,262,2005,2,22,1,18,2.7,19137597.3,Technology,Radio And Television Broadcasting And Communications Equipment,54,male, Lenexa, KS,-12250000.0,128,5,-0.557534042,-0.60948434,0.634426472,1.210690691,Yes,Dec,1,0,0
DGX,102,261,1996,12,17,1,30,101.23,13745369475.0,Health Care,Medical Specialities,60,male, Secaucus, NJ,769000000.0,45000,0,-1.658612067,-1.658612067,-1.658612067,-1.658612067,Yes,Dec,1,0,0
DHIL,65,189,1996,6,7,4,35,199.98,701845208.5,Finance,Investment Managers,52,male, Columbus, OH,49990000.0,118,-4,0.0,0.0,0.0,0.0,Yes,Dec,1,0,0
DHX,109,6,2007,7,18,2,15,1.8,90734432.4,Miscellaneous,Business Services,54,male, New York, NY,15980000.0,615,2,1.3059206840000002,1.749562368,1.597196514,1.708153105,Yes,Dec,0,0,0
DISCA,112,2,2005,7,6,2,15,23.4,11762420296.0,Consumer Services,Television Services,57,male, Silver Spring, MD,-225000000.0,7000,-3,-0.835060288,0.5668308639999999,0.428825754,0.817781311,Yes,Dec,0,0,0
DISCB,84,119,2005,7,21,3,15,34.5,17342029923.0,Consumer Services,Television Services,57,male, Silver Spring, MD,-225000000.0,7000,-3,1.184583042,1.553937691,1.773188515,1.4683235940000001,Yes,Dec,0,0,0
DISCK,127,226,2008,9,18,3,15,21.49,10802325306.0,Consumer Services,Television Services,57,male, Silver Spring, MD,-225000000.0,7000,0,-1.341689715,-1.931307584,-1.8451046130000002,-1.8515916940000001,Yes,Dec,1,0,0
DKL,124,243,2012,11,2,4,30,29.25,713192015.3,Energy,Natural Gas Distribution,48,male, Brentwood, TN,50980000.0,800,0,-1.035651983,-0.624985189,0.601223438,0.916886497,Yes,Dec,1,0,0
DKS,134,262,2002,10,16,2,29,32.15,3362836953.0,Consumer Services,Other Specialty Stores,62,male, Coraopolis, PA,323450000.0,45200,54,0.875320517,-0.324471411,-0.9875144579999999,-1.626692944,Yes,Jan,1,1,1
DLB,119,37,2005,2,17,3,18,67.28,6965151101.0,Miscellaneous,Multi-Sector Companies,51,male, San Francisco, CA,201800000.0,2122,40,0.78016046,0.737885627,1.113380236,1.687751873,Yes,Sep,0,0,0
DLPN,49,12,2006,10,12,3,27,2.75,30880146.0,Consumer Services,Other Consumer Services,47,male, Coral Gables, FL,6910000.0,87,11,1.970231963,1.9828117980000002,2.3810654540000002,2.490441416,Yes,Dec,0,0,1
DM,139,262,2014,10,15,2,38,15.4,1538961409.0,Public Utilities,Natural Gas Distribution,63,male, Richmond, VA,180900000.0,200,0,-2.265693073,-3.08659031,-1.845176749,-0.226442112,Yes,Dec,1,1,0
DMLP,128,196,2003,2,3,0,25,17.45,563282056.3,Energy,Oil & Gas Production,55,male, Dallas, TX,37080000.0,30,2,-1.096300894,-1.774177023,-0.8314891809999999,-1.051179855,Yes,Dec,1,0,0
DMRC,131,244,2008,10,17,4,20,26.3,311651028.7,Technology,EDP Services,64,male, Beaverton, OR,-25770000.0,207,0,-1.249032411,-2.337732366,-2.884598524,-3.44224979,Yes,Dec,1,1,0
DNB,133,254,2000,9,18,0,34,116.53,4321490113.0,Finance,Finance: Consumer Services,62,male, Short Hills, NJ,141700000.0,4900,159,-2.918595556,-1.4140810190000002,-0.5753156660000001,0.326514896,Yes,Dec,1,1,0
DNKN,128,244,2011,7,27,2,30,60.24,4982429196.0,Consumer Services,Restaurants,68,male, Canton, MA,350910000.0,1148,6,-1.074911677,-0.532353159,-0.533116072,0.6627702679999999,Yes,Dec,1,0,0
DNOW,109,125,2014,5,20,1,8,11.67,1260715211.0,Energy,Metal Fabrications,48,male, Houston, TX,-52000000.0,4600,1,-0.752008569,0.44918708700000004,0.9864320670000001,1.265260101,Yes,Dec,0,0,0
DOC,130,243,2013,7,19,4,23,15.06,2737432842.0,Consumer Services,Real Estate Investment Trusts,51,male, Milwaukee, WI,38150000.0,63,0,1.56365632,1.9428894509999999,1.9430203259999999,2.0509786919999997,Yes,Dec,1,1,0
DOOR,22,259,2009,7,24,4,34,63.85,1787930573.0,Basic Industries,Forest Products,53,male, Concord, Canada,152320000.0,10000,0,2.020790327,2.478323714,1.769401091,0.206987721,No,Dec,1,0,0
DOVA,92,212,2017,6,29,3,26,26.17,672026391.2,Health Care,Major Pharmaceuticals,50,male, Durham, NC,-29960000.0,33,1,-1.4003254619999999,0.711180629,1.113627352,1.4631354840000002,Yes,Dec,1,0,0
DOX,116,169,1998,6,19,4,14,66.78,9577787940.0,Technology,EDP Services,58,female, Chesterfield, MO,433310000.0,24670,10,-0.031752377000000005,-0.502656195,0.743922857,1.3914378019999998,Yes,Sep,1,0,0
DPS,121,3,2008,4,28,0,28,121.04,21756223201.0,Consumer Non-Durables,Beverages (Production/Distribution),62,male, Plano, TX,1080000000.0,21000,1,1.4060256830000002,1.6937887180000002,-0.018635711,-0.7252843990000001,Yes,Dec,0,0,0
DRAD,113,3,2004,6,10,3,19,1.35,27159753.6,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,51,male, Suwanee, GA,-35730000.0,515,7,1.4402323780000001,1.0349475259999998,0.625838099,1.1338348409999999,Yes,Dec,0,0,0
DRD,88,79,1996,9,30,0,15,2.64,113897456.6,Basic Industries,Precious Metals,50,male, Johannesburg, South Africa,13700000.0,800,101,0.0,0.0,0.0,0.0,No,Jun,0,0,0
DRH,131,262,2005,5,26,3,31,11.01,2215597075.0,Consumer Services,Real Estate Investment Trusts,47,male, Bethesda, MD,91880000.0,29,1,1.6658343740000001,0.857264217,0.632551499,1.115016492,Yes,Dec,1,1,0
DRIO,105,189,2013,4,9,1,17,1.73,28510683.72,Health Care,Medical/Dental Instruments,44,male, Caesarea, Israel,-15740000.0,48,2,1.4078370230000001,1.454828772,1.639687686,2.039617861,No,Dec,1,0,0
DRNA,120,42,2014,1,30,3,29,10.31,533717759.7,Health Care,Major Pharmaceuticals,46,male, Watertown, MA,-60050000.0,44,7,-1.444639866,-0.43097192700000003,0.685971397,1.237677865,Yes,Dec,0,0,0
DRQ,107,76,1997,10,23,3,15,45.75,1744595867.0,Energy,Metal Fabrications,57,male, Houston, TX,-100640000.0,2019,16,-0.79510449,0.470990866,0.927501074,1.382147035,Yes,Dec,0,0,0
DRRX,116,30,2000,9,28,3,18,2.51,384875794.7,Health Care,Major Pharmaceuticals,58,male, Cupertino, CA,-3700000.0,93,2,-0.639567504,-0.7010887090000001,-0.09655069999999999,0.5112681370000001,Yes,Dec,0,0,0
DRYS,107,45,2005,2,3,3,13,3.82,387570564.7,Transportation,Marine Transportation,61,male, Athens, Greece,-42540000.0,360,1,0.943136815,0.25223270600000003,0.9933968590000001,1.5494059919999998,No,Dec,0,0,0
DSGX,120,65,1999,1,27,2,32,29.35,2253302137.0,Technology,Computer Software: Prepackaged Software,48,male, Waterloo, Canada,34720000.0,800,18,0.035526631,1.093064023,1.467380382,1.9513683169999998,No,Jan,0,0,1
DSKE,57,219,2014,3,20,3,12,9.17,524243471.4,Consumer Services,Transportation Services,70,male, Addison, TX,27000000.0,4798,6,1.001225048,1.298116713,1.439835639,1.68019674,Yes,Dec,1,0,0
DSW,135,215,2005,6,29,2,8,21.53,1716485343.0,Consumer Services,Clothing/Shoe/Accessory Stores,50,male, Columbus, OH,67300000.0,12000,36,-0.298204237,0.886411818,0.663845888,0.9683696159999999,Yes,Jan,1,1,0
DSX,121,8,2005,3,18,4,19,3.58,386393040.9,Transportation,Marine Transportation,74,male, Athens, Greece,-511710000.0,1099,6,-1.349149905,-0.499664865,0.476712727,1.128214263,No,Dec,0,0,0
DTRM,101,12,2000,3,10,4,16,1.5,22343797.5,Technology,Computer Software: Prepackaged Software,56,male, Carmel, IN,-9450000.0,148,4,0.764271233,-0.47370578,0.28829906,0.7533849229999999,Yes,Mar,0,0,0
DTV,120,261,2016,9,30,4,18,53.47,0.0,Public Utilities,Electric Utilities: Central,58,male, Detroit, MI,1130000000.0,10200,21,0.472861682,0.28353532600000003,1.006377537,1.257151406,Yes,Dec,1,0,0
DVAX,116,48,2004,2,19,3,32,18.85,1162687170.0,Health Care,Major Pharmaceuticals,56,male, Berkeley, CA,-95150000.0,192,8,0.513849408,1.111160803,1.6159690530000002,1.66540531,Yes,Dec,0,0,0
DVD,105,46,1996,10,4,4,23,2.0,73645068.0,Consumer Services,Services-Misc. Amusement & Recreation,70,male, Dover, DE,8289999.999999999,60,27,0.0,0.0,0.0,0.0,Yes,Dec,0,0,0
DXCM,130,236,2005,4,14,3,12,73.07,6356882335.0,Health Care,Medical/Dental Instruments,59,male, San Diego, CA,-50200000.0,2290,6,-2.012944645,-1.819379888,-0.675814605,0.36295845,Yes,Dec,1,1,0
DXPE,35,1,1996,12,27,4,21,37.09,643815118.7,Capital Goods,Industrial Machinery/Components,65,male, Houston, TX,16890000.0,2511,0,1.1342442320000001,1.048560427,1.048560427,1.048560427,Yes,Dec,0,0,0
DYSL,45,228,1999,11,30,1,30,1.28,21984224.0,Capital Goods,Industrial Machinery/Components,65,male, Newton, MA,2190000.0,204,39,-0.13106300699999998,1.069160175,1.133969752,1.36628112,Yes,Sep,1,0,1
